id,label,value,source,leaning
960,dogwooddreams.com/serendipity,1,BlogCatalog,conservative
961,donaldsensing.com,1,LabeledManually,conservative
962,downtownlad.blogspot.com,1,BlogCatalog,conservative
963,drudgereport.com,1,LabeledManually,conservative
964,drumwaster.com,1,eTalkingHead,conservative
965,drunkensamurai.blogspot.com,1,Blogarama,conservative
966,dummocrats.com,1,Blogarama,conservative
967,dynamist.com/weblog,1,LabeledManually,conservative
968,economicswithaface.com/weblog,1,BlogCatalog,conservative
969,edmondthehun.blogspot.com,1,BlogCatalog,conservative
970,eeg3.com,1,Blogarama,conservative
971,ejectejecteject.com,1,LabeledManually,conservative
972,electionprojection.com,1,eTalkingHead,conservative
973,electricvenom.com,1,LabeledManually,conservative
974,elevendayempire.com/movabletype,1,eTalkingHead,conservative
975,emilythedog.blogspot.com,1,Blogarama,conservative
976,epubguy.blogs.com/epubguy,1,Blogarama,conservative
977,erickohn.com,1,"Blogarama,eTalkingHead",conservative
978,erikack.blogspot.com,1,BlogCatalog,conservative
979,etalkinghead.com,1,Blogarama,conservative
980,evangelicaloutpost.com,1,eTalkingHead,conservative
981,everythingiknowiswrong.com,1,eTalkingHead,conservative
982,evilpundit.com,1,eTalkingHead,conservative
983,fearfulsymmetry.blogspot.com,1,Blogarama,conservative
984,firstdownpolitics.com,1,"Blogarama,BlogCatalog",conservative
985,flyinspacemonkey.mu.nu,1,BlogCatalog,conservative
986,fooswah.com,1,BlogCatalog,conservative
987,franklog.com,1,Blogarama,conservative
988,fraterslibertas.com,1,LabeledManually,conservative
989,freedomofthought.com,1,eTalkingHead,conservative
990,freerepublic.com,1,LabeledManually,conservative
991,fringeblog.com,1,Blogarama,conservative
992,fritzs-thoughts.blogspot.com,1,Blogarama,conservative
993,gaypatriot.blogspot.com,1,eTalkingHead,conservative
994,gccpundit.blogspot.com,1,eTalkingHead,conservative
995,gcruse.typepad.com,1,Blogarama,conservative
996,georgewbush.com,1,BlogPulse,conservative
997,georgewbush.com/blog,1,CampaignLine,conservative
998,gerberatetra.blogspot.com,1,Blogarama,conservative
999,getdexview.barrennorth.com,1,BlogCatalog,conservative
1000,gevkaffeegal.typepad.com/the_alliance,1,LabeledManually,conservative
1001,ghostofaflea.com,1,LabeledManually,conservative
1002,gillaand.blogspot.com,1,Blogarama,conservative
1003,gindy.blogspot.com,1,Blogarama,conservative
1004,gmscorner.blogspot.com,1,Blogarama,conservative
1005,godubya.com,1,eTalkingHead,conservative
1006,gopandcollege.blogspot.com,1,Blogarama,conservative
1007,gopandthecity.blogspot.com,1,Blogarama,conservative
1008,gopbloggers.org,1,LabeledManually,conservative
1009,gopinsight.com,1,"Blogarama,eTalkingHead,CampaignLine",conservative
1010,gotdesign.blogspot.com,1,Blogarama,conservative
1011,gracefotography.com/graceblog/index.php,1,Blogarama,conservative
1012,grantb88.com,1,BlogCatalog,conservative
1013,greatestjeneration.com,1,eTalkingHead,conservative
1014,grownups.blogspot.com,1,Blogarama,conservative
1015,gullyborg.typepad.com,1,eTalkingHead,conservative
1016,gwbblows.blogspot.com,1,LeftyDirectory,conservative
1017,happyhomeschooler.blog-city.com,1,Blogarama,conservative
1018,hasidicgentile.org,1,BlogCatalog,conservative
1019,hathaby.net/weblog.php,1,Blogarama,conservative
1020,headland.blogspot.com,1,Blogarama,conservative
1021,healingiraq.blogspot.com,1,LabeledManually,conservative
1022,heathenfolk.warblogs.com/blog,1,Blogarama,conservative
1023,heavylifting.blogspot.com,1,Blogarama,conservative
1024,hectorvex.blogspot.com,1,BlogCatalog,conservative
1025,henerd.com,1,Blogarama,conservative
1026,hiddennook.blogspot.com,1,Blogarama,conservative
1027,hijkselur.blogspot.com,1,Blogarama,conservative
1028,hillcountryviews.blogspot.com,1,Blogarama,conservative
1029,hipublican.com,1,eTalkingHead,conservative
1030,hobsonschoice.us,1,Blogarama,conservative
1031,holecard.blogspot.com,1,CampaignLine,conservative
1032,home.earthlink.net/~goodnoughp/index.html,1,BlogCatalog,conservative
1033,home.earthlink.net/~jasider,1,Blogarama,conservative
1034,home.earthlink.net/~techservant,1,Blogarama,conservative
1035,home.earthlink.net/~ur_blog,1,Blogarama,conservative
1036,home.midsouth.rr.com/joefish,1,"Blogarama,eTalkingHead",conservative
1037,homespunbloggers.blogspot.com,1,LabeledManually,conservative
1038,homicidalmaniak.com,1,eTalkingHead,conservative
1039,hoosierparliament.com,1,Blogarama,conservative
1040,horologium.net,1,Blogarama,conservative
1041,hughhewitt.com,1,"Blogarama,LabeledManually",conservative
1042,iamaugustus.blogspot.com,1,Blogarama,conservative
1043,ideastockexchange.com/essays/laubs-mike-interest-politics-web-log.htm,1,Blogarama,conservative
1044,ikilledcheguevara.blogspot.com,1,Blogarama,conservative
1045,imao.us,1,LabeledManually,conservative
1046,imprescindibile.ilcannocchiale.it,1,BlogCatalog,conservative
1047,incite1.blogspot.com,1,"Blogarama,eTalkingHead",conservative
1048,indcjournal.com,1,BlogPulse,conservative
1049,indepundit.com,1,BlogPulse,conservative
1050,inmyrightmind.com,1,Blogarama,conservative
1051,instapundit.com,1,BlogPulse,conservative
1052,interested-participant.blogspot.com,1,LabeledManually,conservative
1053,inthebullpen.com,1,LabeledManually,conservative
1054,iowageek.blogspot.com,1,Blogarama,conservative
1055,iraqthemodel.blogspot.com,1,LabeledManually,conservative
1056,isaacspolitics.blogspot.com,1,Blogarama,conservative
1057,isdl.blogspot.com,1,Blogarama,conservative
1058,isdl.weblogs.us,1,Blogarama,conservative
1059,itsafterglow.blogspot.com,1,Blogarama,conservative
1060,itscomedowntothis.blogspot.com,1,Blogarama,conservative
1061,itznewstome.blogspot.com,1,Blogarama,conservative
1062,jacklewis.net,1,Blogarama,conservative
1063,janegalt.net,1,LabeledManually,conservative
1064,jchristopherfeng.com,1,Blogarama,conservative
1065,jeffblanco.blogdrive.com,1,"Blogarama,BlogCatalog,eTalkingHead",conservative
1066,jenjuskhan.blogspot.com,1,Blogarama,conservative
1067,jewishworldreview.com,1,LabeledManually,conservative
1068,jg-spot.blogspot.com,1,Blogarama,conservative
1069,jihadwatch.org,1,LabeledManually,conservative
1070,jlynnsmith30.blogspot.com,1,BlogCatalog,conservative
1071,joatmoaf.typepad.com/i_love_jet_noise,1,Blogarama,conservative
1072,joepublicus.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1073,johngalt.us,1,Blogarama,conservative
1074,johnkerrymustlose.com,1,LabeledManually,conservative
1075,johnnbrown.blogspot.com,1,Blogarama,conservative
1076,jokerstotheright.blogspot.com,1,Blogarama,conservative
1077,joshferguson.blogspot.com,1,BlogCatalog,conservative
1078,journals.aol.com/lily990016/pissoffliberals,1,"Blogarama,BlogCatalog",conservative
1079,journals.aol.com/mark24609/myblog,1,eTalkingHead,conservative
1080,jperspective.com,1,eTalkingHead,conservative
1081,jquinton.com,1,LabeledManually,conservative
1082,jrogg.blogspot.com,1,eTalkingHead,conservative
1083,juntoboys.blogspot.com,1,"Blogarama,eTalkingHead",conservative
1084,justalkin.us,1,Blogarama,conservative
1085,kalblog.com,1,eTalkingHead,conservative
1086,kausfiles.com,1,LeftyDirectory,conservative
1087,keithy1028.bravejournal.com,1,eTalkingHead,conservative
1088,kellipundit.blogspot.com,1,Blogarama,conservative
1089,kenshepherd.blogspot.com,1,Blogarama,conservative
1090,kevincourser.blogspot.com,1,"BlogCatalog,eTalkingHead",conservative
1091,kimdutoit.com/dr/weblog.php,1,LabeledManually,conservative
1092,king-of-fools.com,1,eTalkingHead,conservative
1093,kitchennetwork.blogspot.com,1,Blogarama,conservative
1094,kushreport.com,1,"Blogarama,BlogCatalog",conservative
1095,la4israel.org/wordpress,1,eTalkingHead,conservative
1096,ladymac.com,1,BlogCatalog,conservative
1097,lahargis.blogspot.com,1,BlogCatalog,conservative
1098,lancehaun.com,1,Blogarama,conservative
1099,larsonreport.com,1,CampaignLine,conservative
1100,lashawnbarber.blogspot.com,1,Blogarama,conservative
1101,lashawnbarber.com,1,"Blogarama,eTalkingHead",conservative
1102,laughatliberals.com,1,Blogarama,conservative
1103,laughingwolf.net,1,eTalkingHead,conservative
1104,lawguy.blogspot.com,1,eTalkingHead,conservative
1105,valuerightnews.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1106,leftcoastconservative.blogspot.com,1,Blogarama,conservative
1107,leftnuts.com/runcms/modules/news,1,BlogCatalog,conservative
1108,legendgames.net/myblog.asp,1,"Blogarama,BlogCatalog",conservative
1109,libertarianjackass.blogspot.com,1,Blogarama,conservative
1110,life.laptoplobbyist.com,1,Blogarama,conservative
1111,literatevalues.org/virtue.htm,1,Blogarama,conservative
1112,littlegreenfootballs.com/weblog,1,LabeledManually,conservative
1113,littlegreenfootballs.com/weblog/weblog.php,1,CampaignLine,conservative
1114,littletinylies.com,1,BlogPulse,conservative
1115,livejournal.com/users/bambenek,1,Blogarama,conservative
1116,livinginbabylon.blogspot.com,1,Blogarama,conservative
1117,lonewacko.com,1,Blogarama,conservative
1118,longdukdong44.blogspot.com,1,Blogarama,conservative
1119,loosecoin.blogspot.com,1,Blogarama,conservative
1120,louisville.edu/~bebusc02/blog/notarobot.html,1,Blogarama,conservative
1121,lt-smash.us,1,LabeledManually,conservative
1122,lucianne.com,1,LabeledManually,conservative
1123,luxeword.com,1,CampaignLine,conservative
1124,madanthony.org,1,Blogarama,conservative
1125,made4theinternet.blogspot.com,1,Blogarama,conservative
1126,madtechspeaks.blogspot.com,1,BlogCatalog,conservative
1127,magnificentfreedom.us,1,Blogarama,conservative
1128,manifestcontent.net,1,Blogarama,conservative
1129,mantic.squarespace.com,1,Blogarama,conservative
1130,mariestwocents.blogspot.com,1,Blogarama,conservative
1131,markheimonen.blogspot.com,1,LeftyDirectory,conservative
1132,markmeador.blogspot.com,1,Blogarama,conservative
1133,marknicodemo.blogspot.com,1,Blogarama,conservative
1134,marksteyn.com,1,LabeledManually,conservative
1135,martinipundit.com,1,Blogarama,conservative
1136,martydee.com/poligov,1,eTalkingHead,conservative
1137,marylandpolitics.blogspot.com,1,BlogCatalog,conservative
1138,masononline.biz,1,Blogarama,conservative
1139,matthewstinson.com/blog,1,Blogarama,conservative
1140,mattresspolice.com,1,Blogarama,conservative
1141,maybeithinktoomuch.com,1,eTalkingHead,conservative
1142,mc256.blogspot.com,1,Blogarama,conservative
1143,mcpheet.com,1,Blogarama,conservative
1144,mdcbowen.org/cobb,1,eTalkingHead,conservative
1145,meckz.net,1,Blogarama,conservative
1146,mementomoron.blogspot.com,1,BlogCatalog,conservative
1147,mercreport.blogspot.com,1,Blogarama,conservative
1148,messopotamian.blogspot.com,1,LabeledManually,conservative
1149,metallicity.com/mb.asp,1,Blogarama,conservative
1150,mhking.mu.nu,1,"BlogPulse,eTalkingHead",conservative
1151,michaelsavagelistener.blog-city.com,1,Blogarama,conservative
1152,michaeltotten.com,1,LabeledManually,conservative
1153,michellemalkin.com,1,BlogPulse,conservative
1154,midwestrightwingers.blogspot.com,1,Blogarama,conservative
1155,mikesamerica.blogspot.com,1,BlogCatalog,conservative
1156,millers_time.typepad.com,1,BlogCatalog,conservative
1157,mindspring.com/~gsb3/blogger.html,1,Blogarama,conservative
1158,mobile.blogcastlive.com,1,Blogarama,conservative
1159,moorewatch.com,1,LabeledManually,conservative
1160,mostlycajun.com,1,BlogCatalog,conservative
1161,motgs.com,1,eTalkingHead,conservative
1162,mtvirtus.blogspot.com,1,Blogarama,conservative
1163,mudandphud.blogspot.com,1,Blogarama,conservative
1164,mudvillegazette.com,1,LabeledManually,conservative
1165,musicfromthebluelight.com/b,1,Blogarama,conservative
1166,mwilliams.info,1,eTalkingHead,conservative
1167,my2cent.blogspot.com,1,Blogarama,conservative
1168,myaisling.blogspot.com,1,Blogarama,conservative
1169,mycatharsis.com,1,Blogarama,conservative
1170,mydamascusroad.blogspot.com,1,Blogarama,conservative
1171,myechochamber.blogspot.com,1,eTalkingHead,conservative
1172,mypetjawa.mu.nu,1,Blogarama,conservative
1173,myworldview034.blogspot.com,1,Blogarama,conservative
1174,nakedrepublic.com,1,CampaignLine,conservative
1175,nashvilletruth.blogspot.com,1,Blogarama,conservative
1176,nationalbird.net,1,Blogarama,conservative
1177,nationalcenter.org/blog.html,1,"BlogCatalog,eTalkingHead",conservative
1178,nationalnewsregister.com/modules/wordpress,1,"Blogarama,BlogCatalog",conservative
1179,nationalreview.com/thecorner,1,LabeledManually,conservative
1180,nationalreview.com/thecorner/corner.asp,1,CampaignLine,conservative
1181,nelslindahl.net,1,Blogarama,conservative
1182,neoconservatives.blogspot.com,1,Blogarama,conservative
1183,neoconswatch.blogspot.com,1,Blogarama,conservative
1184,neonbrainiac.nu/mt/blog,1,BlogCatalog,conservative
1185,nerepublican.blogspot.com,1,"Blogarama,LabeledManually",conservative
1186,neverwrongnever.blogspot.com,1,Blogarama,conservative
1187,newcounterculture.com/log,1,Blogarama,conservative
1188,newsbloggers.blogspot.com,1,BlogCatalog,conservative
1189,newsjungle.blogspot.com,1,Blogarama,conservative
1190,newsnik.com,1,"Blogarama,BlogCatalog,eTalkingHead",conservative
1191,nicedoggie.net,1,eTalkingHead,conservative
1192,nickiegoomba.blogspot.com,1,BlogCatalog,conservative
1193,nicoladellarciprete.blogs.com,1,BlogCatalog,conservative
1194,noguru.tblog.com,1,eTalkingHead,conservative
1195,nomayo.mu.nu,1,LabeledManually,conservative
1196,nonboxthinking.blogspot.com,1,Blogarama,conservative
1197,nykola.com,1,eTalkingHead,conservative
1198,o4tom.blogspot.com,1,BlogCatalog,conservative
1199,officesmileman.com,1,BlogCatalog,conservative
1200,ofthemind.blogspot.com,1,Blogarama,conservative
1201,ogresview.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1202,okieonthelam.com,1,Blogarama,conservative
1203,oldfashionedwhippersnapper.blogspot.com,1,Blogarama,conservative
1204,onthewire.blogspot.com,1,Blogarama,conservative
1205,opiniontimes.blogspot.com,1,Blogarama,conservative
1206,opiniontimes.com,1,Blogarama,conservative
1207,oppb.com,1,CampaignLine,conservative
1208,orthogonian.blogspot.com,1,"Blogarama,eTalkingHead",conservative
1209,outsidethebeltway.com,1,"BlogPulse,eTalkingHead,CampaignLine",conservative
1210,pajamaeditors.blogspot.com,1,LabeledManually,conservative
1211,pajamahadin.com,1,Blogarama,conservative
1212,pajamajournalist.blogspot.com,1,Blogarama,conservative
1213,palominas.blogspot.com,1,Blogarama,conservative
1214,papadoc.net/pinkflamingobar.html,1,eTalkingHead,conservative
1215,pardonmyenglish.com,1,eTalkingHead,conservative
1216,patrickmcclarty.blogspot.com,1,Blogarama,conservative
1217,patrickruffini.com,1,BlogCatalog,conservative
1218,patriot-paradox.com,1,"Blogarama,eTalkingHead",conservative
1219,patriotblog.com,1,"Blogarama,eTalkingHead",conservative
1220,patriotism101.blogspot.com,1,BlogCatalog,conservative
1221,patriotsforbush.com,1,"Blogarama,eTalkingHead",conservative
1222,patterico.com,1,LabeledManually,conservative
1223,pejmanesque.com,1,BlogPulse,conservative
1224,pennsylvanianinexile.blogspot.com,1,Blogarama,conservative
1225,perryvsworld.blogspot.com,1,CampaignLine,conservative
1226,philomathean.blogs.com,1,Blogarama,conservative
1227,piano-tuning.net/blog,1,"Blogarama,eTalkingHead",conservative
1228,planetsuz.blogspot.com,1,BlogCatalog,conservative
1229,poeticvalues.blogspot.com,1,LeftyDirectory,conservative
1230,polialaska.blogspot.com,1,Blogarama,conservative
1231,poliblogger.com,1,BlogPulse,conservative
1232,polipundit.com,1,LabeledManually,conservative
1233,politicalanimals.blogspot.com,1,LeftyDirectory,conservative
1234,politicaldogs.org,1,eTalkingHead,conservative
1235,politicalhyperbole.blogspot.com,1,Blogarama,conservative
1236,politicalmusings.net,1,BlogPulse,conservative
1237,politicalpie.modblog.com,1,Blogarama,conservative
1238,politicaltracker.com,1,Blogarama,conservative
1239,politicaltracker.com/blog/weblog.php,1,eTalkingHead,conservative
1240,politicalvicesquad.blogspot.com,1,LabeledManually,conservative
1241,poorandwhite.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1242,poorjustin.blogspot.com,1,eTalkingHead,conservative
1243,poptext.blogspot.com,1,BlogCatalog,conservative
1244,poweragerambleson.blogspot.com,1,Blogarama,conservative
1245,powerlineblog.com,1,BlogPulse,conservative
1246,powerpundit.com,1,"Blogarama,LabeledManually",conservative
1247,powervacuum.org,1,Blogarama,conservative
1248,prayforbush.blogspot.com,1,Blogarama,conservative
1249,presidentreagan.info/discussion,1,Blogarama,conservative
1250,professorbainbridge.com,1,"BlogPulse,eTalkingHead",conservative
1251,prolifeblogs.com,1,LabeledManually,conservative
1252,propagandamachine.blogspot.com,1,eTalkingHead,conservative
1253,prosandcons.us,1,eTalkingHead,conservative
1254,punditguy.com,1,Blogarama,conservative
1255,punditz.journalspace.com,1,BlogCatalog,conservative
1256,qoae.net,1,LabeledManually,conservative
1257,quante.blogspot.com,1,Blogarama,conservative
1258,quibbles-n-bits.com,1,Blogarama,conservative
1259,quimundus.modblog.com,1,BlogCatalog,conservative
1260,quimundus.squarespace.com,1,"Blogarama,eTalkingHead",conservative
1261,r21online.com,1,Blogarama,conservative
1262,r2korn.blogdrive.com,1,Blogarama,conservative
1263,rabner.blogspot.com,1,BlogCatalog,conservative
1264,radioequalizer.blogspot.com,1,Blogarama,conservative
1265,raincrossblog.com,1,Blogarama,conservative
1266,randomjottings.net,1,eTalkingHead,conservative
1267,rant.st,1,CampaignLine,conservative
1268,ratherbiased.com/news,1,LabeledManually,conservative
1269,rathergate.com,1,LabeledManually,conservative
1270,realclearpolitics.com,1,CampaignLine,conservative
1271,realordeal.blogspot.com,1,BlogCatalog,conservative
1272,rebelrouser.net/v-web/b2/index.php,1,"Blogarama,BlogCatalog",conservative
1273,rebrand-democrat.txfx.net,1,BlogCatalog,conservative
1274,reckersau.blogspot.com,1,"Blogarama,BlogCatalog,eTalkingHead",conservative
1275,redmindbluestate.blogspot.com,1,eTalkingHead,conservative
1276,rednyc.blogspot.com,1,Blogarama,conservative
1277,redstate.org,1,CampaignLine,conservative
1278,redstatealliance.blogspot.com,1,Blogarama,conservative
1279,reggiescorner.blogspot.com,1,BlogCatalog,conservative
1280,regimechangeiran.com,1,BlogCatalog,conservative
1281,renpro.kwcom.net,1,Blogarama,conservative
1282,reporterette.com,1,Blogarama,conservative
1283,republicanpower.blogspot.com,1,Blogarama,conservative
1284,republicanresearchcouncil.blogspot.com,1,CampaignLine,conservative
1285,republitarian.org,1,Blogarama,conservative
1286,republog.net,1,BlogCatalog,conservative
1287,respublica2004.blogspot.com,1,Blogarama,conservative
1288,retiredwarrant.blogdrive.com,1,BlogCatalog,conservative
1289,revone.net/jarhead,1,Blogarama,conservative
1290,rfburnhertz.net/rf_blog,1,Blogarama,conservative
1291,richmar.blogspot.com,1,BlogCatalog,conservative
1292,right-magazine.com/blog,1,BlogCatalog,conservative
1293,right-thinking.com,1,eTalkingHead,conservative
1294,rightcrusade.blogspot.com,1,Blogarama,conservative
1295,rightmoment.blogspot.com,1,Blogarama,conservative
1296,rightonred.net,1,"Blogarama,BlogPulse",conservative
1297,rightperspective.net,1,"Blogarama,eTalkingHead",conservative
1298,rightrainbow.com,1,Blogarama,conservative
1299,rightreadingroom.com/index.php,1,Blogarama,conservative
1300,rightstate.blogspot.com,1,Blogarama,conservative
1301,rightvoices.com,1,CampaignLine,conservative
1302,rightwingbastardo.blogspot.com,1,BlogCatalog,conservative
1303,rightwingbob.com,1,Blogarama,conservative
1304,rightwingdude.squarespace.com,1,Blogarama,conservative
1305,rightwingjournal.blogspot.com,1,BlogCatalog,conservative
1306,rightwingnews.com,1,"BlogPulse,LabeledManually,eTalkingHead",conservative
1307,rightwingthinking.blogspot.com,1,Blogarama,conservative
1308,rightwingtroll.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1309,rightword.blogspot.com,1,"Blogarama,BlogCatalog,eTalkingHead",conservative
1310,riteturnonly.blogspot.com,1,BlogCatalog,conservative
1311,rmcdaniel.blogspot.com,1,Blogarama,conservative
1312,rncnyc2004.blogspot.com,1,"BlogCatalog,eTalkingHead",conservative
1313,robbernard.com,1,Blogarama,conservative
1314,robertp17.blogspot.com,1,BlogCatalog,conservative
1315,rockpaperscissor.blogspot.com,1,Blogarama,conservative
1316,rockpaperscissors.blogs.com,1,BlogCatalog,conservative
1317,rogerlsimon.com,1,"BlogPulse,LeftyDirectory",conservative
1318,romeocat.typepad.com,1,Blogarama,conservative
1319,ron-james.com/blog,1,eTalkingHead,conservative
1320,rosenblog.com,1,Blogarama,conservative
1321,roseoftheknights.com/yank/pride.html,1,eTalkingHead,conservative
1322,roughstock.blogspot.com,1,Blogarama,conservative
1323,ryanshead.com,1,eTalkingHead,conservative
1324,salestaxusa.com,1,Blogarama,conservative
1325,samizdata.net/blog,1,LabeledManually,conservative
1326,sarcasticsoutherner.blogspot.com,1,Blogarama,conservative
1327,sarebabe.blogdrive.com,1,BlogCatalog,conservative
1328,sayanythingblog.com,1,"BlogCatalog,eTalkingHead",conservative
1329,scha-den-freu-de.blogspot.com,1,Blogarama,conservative
1330,scrappleface.com,1,LabeledManually,conservative
1331,scrawlville.com,1,Blogarama,conservative
1332,sebourn.com/weblog,1,BlogCatalog,conservative
1333,section-31.blogspot.com,1,"Blogarama,eTalkingHead",conservative
1334,secureliberty.org/,1,LabeledManually,conservative
1335,sedenteanimo.com,1,Blogarama,conservative
1336,selfish-souls.com/blog,1,Blogarama,conservative
1337,sgtstryker.com,1,LabeledManually,conservative
1338,shadydowns.blogspot.com,1,BlogCatalog,conservative
1339,shakingspears.blogspot.com,1,Blogarama,conservative
1340,shallows.blogspot.com,1,Blogarama,conservative
1341,sharpeblog.cybercatholics.com,1,Blogarama,conservative
1342,shortfatcorporal.blogspot.com,1,Blogarama,conservative
1343,sickofliberals.blogspot.com,1,BlogCatalog,conservative
1344,sinfactor.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1345,sistertoldjah.com,1,Blogarama,conservative
1346,sixmeatbuffet.com,1,LabeledManually,conservative
1347,skinmeister.name,1,BlogCatalog,conservative
1348,slantpoint.com,1,"Blogarama,BlogPulse,BlogCatalog,eTalkingHead",conservative
1349,slingsnarrows.erudite-absurdity.com,1,BlogPulse,conservative
1350,slipofthepen.blogspot.com,1,Blogarama,conservative
1351,slowplay.com,1,Blogarama,conservative
1352,slublog.blogspot.com,1,eTalkingHead,conservative
1353,smarthomeschool.com,1,BlogCatalog,conservative
1354,smashingzero.blogspot.com,1,Blogarama,conservative
1355,smellyduck.blogspot.com,1,Blogarama,conservative
1356,sneakeasysjoint.com,1,eTalkingHead,conservative
1357,sondrak.com,1,BlogPulse,conservative
1358,sonsoftherepublic.com,1,Blogarama,conservative
1359,soundingthetrumpet.blogspot.com,1,Blogarama,conservative
1360,southernappeal.blogspot.com,1,LabeledManually,conservative
1361,southernrightwingextremist.blogspot.com,1,Blogarama,conservative
1362,southernwatch.blogspot.com,1,BlogCatalog,conservative
1363,speculativepolitics.blogspot.com,1,Blogarama,conservative
1364,spreadingunderstanding.blogspot.com,1,Blogarama,conservative
1365,spydrzweb.blogspot.com,1,BlogCatalog,conservative
1366,squiggler.braveblog.com,1,Blogarama,conservative
1367,stan-istan.blogspot.com,1,Blogarama,conservative
1368,stealthebandwagon.blogspot.com,1,Blogarama,conservative
1369,stillmanvalley.org/aoo,1,eTalkingHead,conservative
1370,stinkbait.blogspot.com,1,BlogCatalog,conservative
1371,stix1972.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1372,stmonk.blogspot.com,1,Blogarama,conservative
1373,stolenthunder.blogspot.com,1,LabeledManually,conservative
1374,strategicintelligence.blogspot.com,1,Blogarama,conservative
1375,streetlog.typepad.com,1,Blogarama,conservative
1376,sulliwatch.blogspot.com,1,Blogarama,conservative
1377,summation.net,1,Blogarama,conservative
1378,sweetgrrrl.blogspot.com,1,Blogarama,conservative
1379,swfwithattitude.blogspot.com,1,Blogarama,conservative
1380,swiftreport.blogs.com,1,"Blogarama,BlogCatalog",conservative
1381,tagorda.com,1,BlogPulse,conservative
1382,talesofawanderingmind.blogspot.com,1,Blogarama,conservative
1383,talkshowamerica.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1384,techievampire.net/wppol,1,Blogarama,conservative
1385,techtrend.com/blog/taranicole,1,BlogCatalog,conservative
1386,tedlinczak.com,1,Blogarama,conservative
1387,templeofjennifer.com/blog,1,"Blogarama,BlogCatalog",conservative
1388,tepid-observer.blogspot.com,1,Blogarama,conservative
1389,texasbug.blogspot.com,1,Blogarama,conservative
1390,thatliberalmedia.com,1,CampaignLine,conservative
1391,the-torch.com,1,eTalkingHead,conservative
1392,theamericanmind.com,1,LabeledManually,conservative
1393,thebloghill.blogspot.com,1,BlogCatalog,conservative
1394,thecommonvirtue.com,1,Blogarama,conservative
1395,theconservativezone.com,1,Blogarama,conservative
1396,thecrankfiles.blogspot.com,1,Blogarama,conservative
1397,thedailygoodnews.com,1,BlogCatalog,conservative
1398,thedispatch.blogspot.com,1,Blogarama,conservative
1399,thedonovan.com,1,"Blogarama,eTalkingHead",conservative
1400,thedumbdemocrat.blogspot.com,1,CampaignLine,conservative
1401,theglitteringeye.com,1,LabeledManually,conservative
1402,thejessefactor.blogspot.com,1,eTalkingHead,conservative
1403,thelastword.blogdrive.com,1,Blogarama,conservative
1404,theliberalslies.blogspot.com,1,"BlogCatalog,CampaignLine",conservative
1405,themeofabsence.com,1,CampaignLine,conservative
1406,theneo-progressive.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1407,thenudnikfile.blogspot.com,1,"Blogarama,eTalkingHead",conservative
1408,thepatriette.com,1,"Blogarama,eTalkingHead",conservative
1409,thepaytons.org/essays/considerettes,1,BlogCatalog,conservative
1410,thepoliticalanimal.com,1,BlogCatalog,conservative
1411,thepoliticalteen.net,1,Blogarama,conservative
1412,therightblog.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1413,therightcoast.blogspot.com,1,Blogarama,conservative
1414,therightwingconspiracy.org,1,CampaignLine,conservative
1415,therinsecycle.com,1,eTalkingHead,conservative
1416,therostra.blogspot.com,1,Blogarama,conservative
1417,thesakeofargument.com,1,Blogarama,conservative
1418,thespoonsexperience.com,1,eTalkingHead,conservative
1419,thetarpit.blogspot.com,1,BlogCatalog,conservative
1420,thetemplarpundit.blogspot.com,1,"BlogCatalog,eTalkingHead",conservative
1421,theunderscore.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1422,theurbangrind.blogspot.com,1,"Blogarama,BlogCatalog,CampaignLine",conservative
1423,thevaticanofliberalism.com,1,Blogarama,conservative
1424,thinkingright.blogspot.com,1,Blogarama,conservative
1425,thinkingright.us,1,Blogarama,conservative
1426,thisliberal.com,1,Blogarama,conservative
1427,thomasgalvin.blogspot.com,1,"BlogPulse,eTalkingHead",conservative
1428,thomaswharry.com,1,Blogarama,conservative
1429,timblair.net,1,LabeledManually,conservative
1430,timblair.spleenville.com,1,LabeledManually,conservative
1431,tokenyoungconservative.blogspot.com,1,Blogarama,conservative
1432,tom-hanna.org,1,"Blogarama,BlogCatalog",conservative
1433,toneofvoice.blogspot.com,1,"Blogarama,BlogCatalog",conservative
1434,totels.com/bush04,1,Blogarama,conservative
1435,townhall.com/clog,1,"LabeledManually,CampaignLine",conservative
1436,truebluegal.blogspot.com,1,Blogarama,conservative
1437,truthlaidbear.com,1,"LeftyDirectory,LabeledManually",conservative
1438,truthliesandcommonsense.blogspot.com,1,Blogarama,conservative
1439,truthprobe.blogspot.com,1,eTalkingHead,conservative
1440,tseytlin.blogspot.com,1,Blogarama,conservative
1441,tsrightdominion.blogspot.com,1,Blogarama,conservative
1442,tuckereskew.typepad.com,1,CampaignLine,conservative
