id,Recency,Frequency,Monetary
3080,237,9,998
3081,489,9,848
3082,61,10,1244
3083,437,12,973
3084,74,9,926
3085,318,11,736
3086,10,5,760
3087,288,8,572
3088,7,9,500
3089,141,14,1352
3090,393,10,984
3091,335,10,845
3092,136,13,1573
3093,167,8,706
3094,330,7,682
3095,96,6,429
3096,73,12,755
3097,60,7,602
3098,58,9,947
3099,432,8,730
3100,487,9,646
3101,28,13,1373
3102,105,11,1069
3103,359,10,784
3104,184,6,615
3105,19,8,737
3106,315,6,894
3107,112,6,470
3108,127,14,1210
3109,392,10,944
3110,70,11,865
3111,240,7,660
3112,193,7,614
3113,10,5,457
3114,45,14,1126
3115,207,9,763
3116,152,7,710
3117,354,9,895
3118,435,10,594
3119,126,11,806
3120,104,12,1125
3121,3,10,1154
3122,226,9,746
3123,425,9,1131
3124,143,14,1227
3125,486,5,716
3126,119,18,1799
3127,6,9,777
3128,126,8,354
3129,134,4,254
3130,293,6,819
3131,113,12,995
3132,92,14,1480
3133,90,13,1066
3134,165,9,741
3135,11,10,746
3136,253,8,1071
3137,70,7,780
3138,446,6,572
3139,169,10,1049
3140,100,7,557
3141,215,12,989
3142,79,6,638
3143,21,7,596
3144,159,8,599
3145,486,9,1076
3146,162,10,897
3147,142,10,1164
3148,393,10,1010
3149,66,12,1119
3150,148,9,975
3151,98,7,641
3152,342,10,848
3153,235,8,953
3154,146,6,358
3155,306,6,740
3156,99,7,446
3157,502,12,1250
3158,86,11,916
3159,223,7,697
3160,376,11,772
3161,105,9,1098
3162,161,9,739
3163,170,11,956
3164,9,11,780
3165,348,9,585
3166,206,9,950
3167,94,13,992
3168,180,9,913
3169,105,6,435
3170,53,11,1379
3171,48,13,1260
3172,64,5,551
3173,137,11,1302
3174,4,8,682
3175,39,11,1091
3176,176,8,782
3177,174,18,1669
3178,105,6,569
3179,224,10,983
3180,266,7,821
3181,88,7,936
3182,204,16,1765
3183,218,7,897
3184,281,14,1605
3185,121,10,839
3186,76,12,1483
3187,167,15,1290
3188,201,16,1873
3189,183,3,255
3190,122,10,810
3191,141,10,531
3192,116,14,1097
3193,103,10,898
3194,145,6,591
3195,438,7,477
3196,105,11,790
3197,79,8,661
3198,84,11,731
3199,116,10,863
3200,6,11,1304
3201,70,9,1166
3202,197,8,895
3203,194,16,1548
3204,420,11,1234
3205,101,11,879
3206,43,11,1291
3207,118,15,1478
3208,243,10,838
3209,447,8,661
3210,210,5,447
3211,16,15,1867
3212,140,12,1306
3213,165,7,784
3214,104,13,1148
3215,56,13,1432
3216,129,9,644
3217,128,11,1012
3218,111,8,710
3219,55,9,1153
3220,143,9,1033
3221,107,11,1297
3222,150,12,1038
3223,183,11,1038
3224,357,8,610
3225,39,18,1490
3226,170,9,679
3227,125,4,227
3228,39,7,765
3229,145,10,925
3230,110,14,1530
3231,127,9,635
3232,119,5,512
3233,228,9,713
3234,309,8,890
3235,19,11,705
3236,91,17,1513
3237,232,11,1185
3238,72,10,794
3239,164,11,1230
3240,71,9,731
3241,236,8,860
3242,124,9,924
3243,120,16,1741
3244,316,10,774
3245,172,12,1396
3246,241,13,1192
3247,297,6,508
3248,152,9,975
3249,450,9,846
3250,503,6,489
3251,131,10,779
3252,114,11,1184
3253,147,8,885
3254,135,11,1195
3255,180,13,1259
3256,268,8,495
3257,134,11,780
3258,107,16,1995
3259,208,12,816
3260,107,7,726
3261,188,11,1019
3262,68,6,473
3263,192,9,680
3264,384,6,818
3265,42,12,912
3266,168,11,1316
3267,563,8,927
3268,171,9,747
3269,432,8,718
3270,140,7,527
3271,228,11,1077
3272,11,8,848
3273,229,11,1222
3274,51,10,1070
3275,203,14,1629
3276,92,17,1567
3277,116,6,467
3278,297,6,594
3279,81,7,657
3280,141,13,1119
3281,452,10,1037
3282,249,7,394
3283,278,8,816
3284,97,9,727
3285,171,11,1278
3286,184,9,824
3287,91,13,888
3288,127,12,1051
3289,88,11,725
3290,330,7,667
3291,123,11,1151
3292,245,11,928
3293,136,10,837
3294,490,12,1176
3295,51,8,812
3296,269,12,1054
3297,127,12,1364
3298,464,6,474
3299,170,9,814
3300,139,6,470
3301,237,7,813
3302,18,9,722
3303,180,20,1717
3304,216,14,1394
3305,105,17,1865
3306,223,9,736
3307,170,17,1671
3308,234,11,1079
3309,225,6,630
3310,69,10,1154
3311,84,7,716
3312,303,4,476
3313,82,13,1256
3314,224,5,380
3315,109,14,1696
3316,212,8,875
3317,127,9,871
3318,170,11,1191
3319,54,13,1420
3320,127,8,869
3321,192,14,1230
3322,183,9,882
3323,213,9,998
3324,283,10,1157
3325,110,11,1044
3326,367,11,625
3327,399,11,1178
3328,463,6,730
3329,48,6,544
3330,529,4,631
3331,73,5,483
3332,539,5,490
3333,528,12,1095
3334,193,5,530
3335,225,8,455
3336,503,11,926
3337,173,13,1272
3338,328,9,792
3339,98,10,1255
3340,41,10,866
3341,243,8,863
3342,468,8,609
3343,73,11,842
3344,205,14,1382
3345,362,10,863
3346,305,8,694
3347,445,7,682
3348,209,5,346
3349,288,13,1194
3350,414,11,1264
3351,91,13,1274
3352,211,10,1264
3353,182,9,925
3354,6,7,589
3355,82,6,487
3356,123,11,917
3357,202,10,913
3358,147,5,376
3359,94,12,1327
3360,177,16,1458
3361,201,8,851
3362,107,6,569
3363,416,7,847
3364,107,12,1234
3365,49,10,637
3366,187,6,667
3367,109,11,1055
3368,230,9,1043
3369,237,9,851
3370,58,18,1823
3371,366,12,976
3372,84,11,647
3373,60,14,1236
3374,158,10,1017
3375,17,14,1456
3376,73,9,658
3377,225,12,1240
3378,183,7,317
3379,114,16,1155
3380,480,9,899
3381,193,9,918
3382,72,7,712
3383,94,7,707
3384,96,9,527
3385,435,14,1433
3386,127,9,875
3387,70,14,1272
3388,37,13,694
3389,227,10,1057
3390,19,4,340
3391,205,9,746
3392,237,4,374
3393,497,8,774
3394,44,5,532
3395,480,7,725
3396,417,6,551
3397,221,9,1028
3398,34,9,855
3399,275,12,1456
3400,440,11,920
3401,149,9,839
3402,132,11,1042
3403,109,9,859
3404,255,7,353
3405,150,5,654
3406,67,15,1538
3407,37,8,655
3408,173,13,1344
3409,160,11,1359
3410,237,6,587
3411,157,5,556
3412,128,10,955
3413,39,11,978
3414,85,6,689
3415,552,5,484
3416,455,13,1004
3417,202,9,900
3418,173,14,1243
3419,295,7,1107
3420,609,10,946
3421,67,11,968
3422,170,9,738
3423,151,10,793
3424,115,13,1190
3425,116,10,866
3426,471,11,848
3427,17,15,1206
3428,205,15,1306
3429,50,7,571
3430,245,10,990
3431,31,10,860
3432,61,11,976
3433,84,8,562
3434,187,10,1001
3435,64,14,1425
3436,195,6,347
3437,84,10,1118
3438,137,13,1025
3439,174,9,898
3440,137,6,515
3441,42,11,1176
3442,213,7,435
3443,406,8,901
3444,3,10,990
3445,103,9,897
3446,23,12,926
3447,178,6,818
3448,131,6,563
3449,123,17,1509
3450,463,9,867
3451,424,8,979
3452,108,8,546
3453,201,11,1272
3454,128,10,906
3455,146,8,541
3456,90,10,1001
3457,11,10,1335
3458,28,5,519
3459,248,14,1053
3460,275,7,450
3461,93,8,988
3462,88,6,557
3463,183,12,1286
3464,124,14,1413
3465,72,12,837
3466,528,6,650
3467,195,7,684
3468,283,7,787
3469,417,9,924
3470,5,19,1743
3471,364,14,974
3472,79,12,824
3473,104,11,832
3474,341,8,621
3475,52,15,1785
3476,105,9,722
3477,320,5,271
3478,2,14,1053
3479,68,16,1505
3480,168,10,894
3481,464,8,872
3482,121,6,491
3483,117,7,739
3484,147,9,1007
3485,128,9,762
3486,63,11,1129
3487,73,14,1072
3488,227,7,828
3489,123,9,892
3490,63,15,1691
3491,97,12,1117
3492,96,9,949
3493,98,8,808
3494,468,4,412
3495,82,10,729
3496,3,12,1297
3497,7,13,835
3498,119,10,1173
3499,473,6,617
3500,338,2,82
3501,254,7,779
3502,148,12,984
3503,39,12,958
3504,81,8,607
3505,448,8,756
3506,153,4,434
3507,61,11,1234
3508,281,4,408
3509,51,13,1523
3510,363,6,451
3511,135,12,1111
3512,163,11,900
3513,12,8,607
3514,84,10,1041
3515,30,8,1075
3516,47,12,1028
3517,450,8,537
3518,119,19,1444
3519,88,10,803
3520,350,6,654
3521,113,13,1053
3522,69,12,1338
3523,151,9,666
3524,321,8,624
3525,249,5,488
3526,72,9,851
3527,34,14,1263
3528,145,14,1152
3529,133,10,1036
3530,117,13,1645
3531,115,12,949
3532,110,8,945
3533,207,13,1356
3534,262,9,426
3535,192,9,852
3536,136,12,1335
3537,264,10,1174
3538,153,13,843
3539,230,15,1234
3540,124,7,761
3541,295,13,1086
3542,394,11,1088
3543,139,8,596
3544,64,7,754
3545,352,10,593
3546,177,16,1852
3547,153,9,904
3548,130,16,1284
3549,103,11,776
3550,91,11,1364
3551,178,14,1595
3552,9,13,1465
3553,186,9,691
3554,184,9,963
3555,385,12,946
3556,107,10,1060
3557,169,14,1378
3558,469,8,920
3559,46,7,581
3560,240,14,1313
3561,125,6,667
3562,200,11,885
3563,26,8,810
3564,134,9,905
3565,69,7,664
3566,50,14,1409
3567,446,7,712
3568,186,7,721
3569,518,3,342
3570,103,12,1164
3571,162,7,535
3572,119,7,786
3573,454,4,304
3574,195,14,1202
3575,83,12,902
3576,395,16,1497
3577,317,7,1075
3578,126,9,402
3579,82,10,680
3580,488,4,566
3581,78,13,971
3582,90,13,1331
3583,57,6,545
3584,84,8,652
3585,2,10,943
3586,198,11,1166
3587,82,14,1457
3588,132,12,1162
3589,404,9,729
3590,124,8,832
3591,86,10,841
3592,46,11,1024
3593,212,10,1035
3594,132,10,975
3595,191,10,600
3596,277,9,1119
3597,184,10,775
3598,567,8,853
3599,59,7,282
3600,13,15,1125
3601,426,11,1227
3602,115,9,905
3603,652,6,453
3604,107,9,1077
3605,421,8,828
3606,140,11,1139
3607,126,8,835
3608,320,12,1126
3609,170,7,704
3610,120,9,1028
3611,132,10,725
3612,141,9,942
3613,93,12,892
3614,285,7,431
3615,98,8,678
3616,23,15,1295
3617,106,14,1361
3618,75,14,1159
3619,78,11,1030
3620,164,11,1316
3621,158,19,2048
3622,11,8,731
3623,34,15,1691
3624,258,7,368
3625,508,10,694
3626,456,10,955
3627,233,7,527
3628,172,9,971
3629,90,13,793
3630,71,14,1223
3631,212,13,1332
3632,50,10,696
3633,46,12,1334
3634,218,8,935
3635,67,8,658
3636,108,12,1205
3637,133,8,1037
3638,43,14,1137
3639,265,6,687
3640,139,15,1336
3641,488,6,621
3642,109,6,588
3643,141,12,1031
3644,148,9,542
3645,165,12,1038
3646,51,13,1543
3647,65,15,1497
3648,103,6,544
3649,186,16,1522
3650,72,14,1132
3651,425,10,944
3652,288,8,643
3653,84,11,1288
3654,124,10,1551
3655,320,12,1209
3656,187,17,1356
3657,133,11,1231
3658,221,9,684
3659,102,13,1464
3660,180,8,869
3661,184,11,1023
3662,93,10,872
3663,195,9,979
3664,154,10,1142
3665,200,12,1530
3666,116,11,1081
3667,55,11,706
3668,48,13,1321
3669,175,8,997
3670,114,13,1281
3671,463,7,573
3672,235,11,877
3673,186,11,1040
3674,124,13,1199
3675,37,15,1505
3676,424,4,393
3677,63,12,891
3678,12,11,1324
3679,22,14,1512
3680,192,8,818
3681,78,13,1507
3682,238,9,863
3683,121,14,1199
3684,164,9,954
3685,18,10,1490
3686,124,15,1597
3687,29,9,892
3688,14,12,1492
3689,9,17,1956
3690,378,7,514
3691,96,13,1275
3692,99,12,887
3693,151,17,1153
3694,299,10,1101
3695,317,8,650
3696,123,14,1185
3697,291,12,826
3698,157,12,1098
3699,208,13,1268
3700,143,13,1096
3701,170,6,493
3702,229,9,944
3703,341,15,1383
3704,38,6,530
3705,115,11,1052
3706,178,14,1514
3707,184,9,597
3708,87,18,1963
3709,371,7,460
3710,90,7,529
3711,318,13,1361
3712,287,5,377
3713,195,11,1109
3714,99,8,653
3715,30,7,905
3716,158,10,729
3717,517,4,452
3718,87,14,1819
3719,204,15,1668
3720,141,14,1186
3721,3,15,1165
3722,78,14,1072
3723,336,4,160
3724,90,9,799
3725,88,8,654
3726,56,12,863
3727,90,6,516
3728,135,13,1173
3729,40,10,1187
3730,2,9,858
3731,205,9,623
3732,339,4,584
3733,198,12,1379
3734,432,10,789
3735,209,11,1023
3736,118,12,832
3737,250,7,529
3738,234,12,863
3739,69,5,701
3740,64,8,757
3741,166,9,1223
3742,161,11,900
3743,300,8,762
3744,223,10,593
3745,83,10,808
3746,128,11,770
3747,202,8,544
3748,74,14,1113
3749,114,2,296
3750,69,12,1065
3751,330,10,871
3752,518,7,627
3753,66,10,1147
3754,139,11,965
3755,262,7,407
3756,122,5,314
3757,300,5,402
3758,70,7,355
3759,136,12,940
3760,197,9,779
3761,107,10,1142
3762,52,10,1116
3763,153,9,831
3764,262,10,775
3765,179,10,1000
3766,201,11,1284
3767,536,7,390
3768,137,13,1475
3769,133,9,1033
3770,391,7,473
3771,262,7,629
3772,312,5,511
3773,34,15,1238
3774,251,6,492
3775,487,3,381
3776,189,5,256
3777,405,7,590
3778,464,4,346
3779,95,12,1121
3780,201,22,2415
3781,88,11,970
3782,156,11,607
3783,129,13,1026
3784,136,6,388
3785,146,12,971
3786,435,5,509
3787,35,13,1144
3788,245,9,1069
3789,35,14,1505
3790,96,16,1563
3791,71,11,1088
3792,64,16,1382
3793,126,4,418
3794,189,12,1418
3795,43,7,884
3796,269,10,903
3797,301,8,533
3798,131,11,1393
3799,30,9,911
3800,266,10,872
3801,377,13,925
3802,61,11,1144
3803,119,6,757
3804,78,6,706
3805,57,13,905
3806,125,8,1047
3807,196,8,293
3808,50,13,1444
3809,118,9,698
3810,136,7,441
3811,11,12,1299
3812,81,10,679
3813,183,13,1504
3814,166,8,341
3815,140,8,666
3816,86,6,358
3817,132,14,1366
3818,28,6,301
3819,200,11,930
3820,62,13,1396
3821,142,12,1413
3822,165,13,1360
3823,175,9,985
3824,87,12,1127
3825,161,14,1711
3826,102,10,1154
3827,356,11,1112
3828,123,11,1013
3829,123,12,1185
3830,180,9,929
3831,135,8,602
3832,500,6,690
3833,203,5,605
3834,52,7,535
3835,155,8,689
3836,5,8,612
3837,279,8,1020
3838,47,10,789
3839,451,15,1301
3840,146,9,745
3841,569,6,896
3842,160,13,1476
3843,437,16,1623
3844,18,7,747
3845,163,6,574
3846,124,9,1088
3847,82,12,1001
3848,175,9,963
3849,114,10,721
3850,152,10,1054
3851,67,10,861
3852,8,13,999
3853,50,16,1567
3854,153,9,647
3855,3,14,1619
3856,84,10,959
3857,456,5,497
3858,127,5,317
3859,83,10,630
3860,100,11,757
3861,217,9,1113
3862,37,14,1344
3863,291,8,725
3864,408,8,953
3865,235,10,973
3866,477,6,477
3867,299,5,352
3868,174,13,1462
3869,128,9,589
3870,327,10,875
3871,100,12,1342
3872,91,12,976
3873,369,9,817
3874,149,6,667
3875,89,14,1528
3876,510,6,409
3877,8,15,1270
3878,156,12,1228
3879,200,12,1186
3880,56,7,686
3881,119,8,713
3882,181,7,1153
3883,117,8,677
3884,542,8,685
3885,62,9,926
3886,182,10,1160
3887,234,7,876
3888,173,7,629
3889,26,16,1355
3890,203,14,1594
3891,110,15,1235
3892,63,11,1080
3893,530,6,840
3894,128,7,589
3895,36,12,991
3896,287,10,722
3897,159,8,457
3898,370,8,783
3899,111,8,753
3900,31,13,1086
3901,82,12,1172
3902,144,11,987
3903,68,13,1181
3904,244,6,607
3905,60,16,1572
3906,93,12,1021
3907,296,14,1372
3908,14,12,1246
3909,122,16,1722
3910,235,5,435
3911,137,11,1060
3912,77,9,922
3913,101,7,572
3914,178,13,1468
3915,71,12,810
3916,173,11,1314
3917,474,6,482
3918,19,15,1545
3919,197,8,849
3920,154,8,977
3921,42,10,728
3922,2,10,1073
3923,117,13,1549
3924,12,15,1312
3925,153,7,840
3926,117,13,1549
3927,436,4,384
3928,143,11,921
3929,383,8,666
3930,146,6,864
3931,235,8,663
3932,214,5,322
3933,62,8,597
3934,184,10,824
3935,107,10,1017
3936,50,13,1138
3937,160,9,840
3938,98,4,581
3939,176,7,858
3940,101,9,999
3941,67,15,1483
3942,16,18,1441
3943,107,18,1981
3944,345,8,770
3945,13,11,1143
3946,641,7,721
3947,159,13,1325
3948,38,14,1279
3949,69,7,691
3950,475,4,386
3951,361,11,848
3952,160,8,976
3953,26,11,1268
3954,129,8,799
3955,132,12,1156
3956,93,11,1089
3957,105,9,1048
3958,205,8,781
3959,322,7,839
3960,80,15,1474
3961,184,14,1431
3962,170,7,756
3963,157,13,1200
3964,113,9,1151
3965,63,11,1273
3966,46,12,1101
3967,108,5,456
3968,286,10,1010
3969,10,12,1226
3970,320,14,1358
3971,143,16,1448
3972,286,4,422
3973,101,10,891
3974,141,6,595
3975,454,7,601
3976,184,8,674
3977,166,12,1481
3978,475,11,1136
3979,135,14,1677
3980,135,8,1014
3981,105,8,906
3982,267,13,1277
3983,118,9,762
3984,118,11,842
3985,110,13,1478
3986,160,11,907
3987,114,9,837
3988,64,13,850
3989,96,9,726
3990,298,8,678
3991,102,9,844
3992,151,3,289
3993,136,13,1355
3994,59,8,478
3995,198,14,1554
3996,498,4,209
3997,187,14,1271
3998,130,14,1443
3999,69,7,582
4000,91,10,1021
4001,90,10,962
4002,171,10,512
4003,77,10,886
4004,102,9,747
4005,125,12,1302
4006,28,18,1868
4007,122,11,1004
4008,190,11,1022
4009,99,7,781
4010,225,8,646
4011,139,11,1040
4012,309,6,750
4013,212,10,1192
4014,293,6,613
4015,183,8,706
4016,91,17,1378
4017,200,3,106
4018,501,5,425
4019,514,7,560
4020,435,7,648
4021,165,10,1039
4022,353,8,839
4023,87,10,1300
4024,52,13,1343
4025,443,10,1160
4026,183,8,706
4027,158,8,607
4028,47,7,437
4029,22,12,1342
4030,101,10,800
4031,115,12,1284
4032,162,9,806
4033,332,13,1501
4034,300,4,645
4035,279,7,631
4036,91,10,805
4037,470,8,832
4038,191,13,1006
4039,51,11,1315
4040,198,6,664
4041,109,9,655
4042,211,9,1021
4043,465,7,898
4044,147,13,1577
4045,21,7,434
4046,508,9,628
4047,209,9,959
4048,271,7,626
4049,511,7,871
4050,173,11,1573
4051,148,12,891
4052,69,8,754
4053,428,5,421
4054,337,6,499
4055,19,7,633
4056,87,13,1420
4057,234,10,742
4058,148,11,1163
4059,152,12,1083
4060,804,2,77
4061,10,12,1219
4062,122,7,690
4063,174,5,746
4064,123,15,1414
4065,138,10,885
4066,70,11,1036
4067,132,11,1040
4068,82,14,1218
4069,213,15,1456
4070,153,9,904
4071,178,14,1490
4072,204,7,494
4073,217,16,1334
4074,99,10,1073
4075,123,8,587
4076,86,16,1225
4077,39,12,938
4078,461,5,537
4079,46,5,664
4080,95,11,1078
4081,139,5,300
4082,97,11,1241
4083,299,6,587
4084,156,12,1134
4085,185,9,849
4086,151,12,1109
4087,135,14,1647
4088,134,7,803
4089,467,6,489
4090,288,3,264
4091,35,14,1601
4092,237,11,985
4093,248,12,983
4094,28,21,1940
4095,177,9,720
4096,151,7,692
4097,81,13,1399
4098,95,6,536
4099,235,14,1395
4100,287,5,463
4101,116,9,866
4102,409,8,698
4103,184,12,981
4104,183,8,506
4105,155,5,687
4106,165,10,717
4107,453,8,718
4108,415,3,191
4109,60,13,1042
4110,162,10,968
4111,208,10,943
4112,175,9,876
4113,103,8,898
4114,174,15,1224
4115,128,8,573
4116,128,10,1175
4117,43,8,881
4118,80,10,1126
4119,500,7,476
4120,83,9,972
4121,373,8,956
4122,48,16,1909
4123,205,11,976
4124,111,15,1398
4125,405,10,1095
4126,78,11,1014
4127,307,10,1065
4128,277,10,1036
4129,457,11,949
4130,199,5,358
4131,74,15,1469
4132,436,10,971
4133,206,8,773
4134,78,12,955
4135,53,9,790
4136,261,10,996
4137,162,12,1192
4138,248,12,979
4139,118,12,1308
4140,90,9,1090
4141,621,6,489
4142,128,13,1525
4143,364,4,309
4144,205,7,596
4145,147,10,817
4146,40,15,1689
4147,288,4,348
4148,62,6,756
4149,296,9,1065
4150,77,10,856
4151,120,10,979
4152,395,7,529
4153,104,9,1239
4154,10,12,1154
4155,440,9,681
4156,220,11,1084
4157,211,9,761
4158,549,7,680
4159,71,8,1049
4160,27,12,925
4161,148,17,1604
4162,228,4,345
4163,145,10,928
4164,94,14,1323
4165,121,11,1117
4166,183,18,1426
4167,156,6,832
4168,67,5,449
4169,199,18,1611
4170,212,7,649
4171,97,12,1423
4172,285,10,785
4173,311,15,1363
4174,498,13,1347
4175,400,9,749
4176,523,2,262
4177,318,5,612
4178,102,11,933
4179,194,9,1271
4180,95,5,375
4181,156,11,887
4182,86,16,1434
4183,153,13,1247
4184,311,6,699
4185,7,6,466
4186,15,10,1014
4187,5,8,856
4188,484,10,955
4189,289,6,302
4190,136,5,401
4191,464,6,868
4192,148,9,923
4193,178,11,1240
4194,106,10,707
4195,187,10,703
4196,81,7,700
4197,128,13,1093
4198,23,10,858
4199,89,10,818
4200,164,8,852
4201,467,6,376
4202,242,15,1179
4203,72,11,1125
4204,143,8,717
4205,93,6,329
4206,130,13,1393
4207,184,11,1090
4208,33,9,1049
4209,82,6,757
4210,102,10,1113
4211,168,7,626
4212,50,12,1772
4213,210,8,750
4214,96,13,1326
4215,159,10,825
4216,273,9,804
4217,202,4,268
4218,194,7,988
4219,73,9,1016
4220,288,14,1078
4221,146,15,1504
4222,104,8,865
4223,165,13,1372
4224,116,15,1092
4225,113,7,899
4226,136,16,1586
4227,171,12,1054
4228,52,11,1148
4229,138,9,1076
4230,40,10,812
4231,83,8,515
4232,60,13,975
4233,147,10,1050
4234,88,10,939
4235,101,10,971
4236,119,7,434
4237,197,5,624
4238,217,8,968
4239,33,7,662
4240,49,12,1068
4241,462,8,816
4242,427,7,690
4243,74,9,859
4244,170,5,668
4245,222,8,449
4246,164,15,1232
4247,118,9,816
4248,74,12,857
4249,203,14,1262
4250,124,6,514
4251,136,5,405
4252,89,16,1654
4253,158,14,1193
4254,79,8,797
4255,24,13,1275
4256,77,14,1496
4257,457,10,602
4258,107,4,220
4259,116,9,780
4260,71,11,1144
4261,36,15,1242
4262,339,12,1110
4263,502,12,1285
4264,393,4,254
4265,151,14,1593
4266,140,10,1085
4267,94,13,1043
4268,171,4,385
4269,105,11,1084
4270,174,11,1071
4271,141,10,962
4272,144,7,428
4273,508,7,285
4274,304,11,1067
4275,81,11,915
4276,68,11,1400
4277,200,10,774
4278,147,12,1219
4279,61,8,832
4280,103,5,520
4281,28,11,1268
4282,185,5,581
4283,667,4,188
4284,247,9,1030
4285,268,5,753
4286,228,10,1290
4287,282,14,1017
4288,337,7,605
4289,16,14,1008
4290,488,11,848
4291,141,13,1393
4292,77,10,1205
4293,153,9,1038
4294,111,10,1204
4295,110,8,584
4296,27,12,1211
4297,105,13,1494
4298,179,9,909
4299,68,11,832
4300,88,11,1115
4301,44,16,1702
4302,13,9,842
4303,509,6,775
4304,115,8,534
4305,127,8,666
4306,70,11,1016
4307,12,15,1403
4308,59,16,1649
4309,468,6,596
4310,160,12,1213
4311,118,9,1260
4312,196,17,1388
4313,177,9,950
4314,281,9,1017
4315,77,9,682
4316,121,12,1094
4317,155,9,444
4318,303,9,1018
4319,227,10,1015
4320,122,13,1350
4321,180,7,646
4322,40,15,1327
4323,273,4,295
4324,184,8,702
4325,55,7,585
4326,467,6,631
4327,51,7,831
4328,276,9,826
4329,29,13,1445
4330,17,12,1025
4331,145,12,1262
4332,249,11,684
4333,135,10,1027
4334,169,12,1539
4335,315,10,1217
4336,52,16,1909
4337,122,11,876
4338,468,8,670
4339,379,11,839
4340,30,15,1417
4341,17,9,950
4342,171,9,684
4343,191,8,721
4344,212,6,468
4345,31,11,663
4346,18,7,793
4347,212,5,408
4348,87,7,801
4349,10,11,798
4350,530,6,918
4351,307,8,831
4352,66,10,941
4353,176,8,807
4354,244,10,919
4355,253,5,576
4356,93,13,943
4357,193,13,1094
4358,302,7,655
4359,57,11,962
4360,31,13,929
4361,35,12,1371
4362,151,16,1335
4363,168,9,938
4364,186,9,611
4365,138,10,1043
4366,364,7,896
4367,180,13,1104
4368,200,9,537
4369,161,8,953
4370,250,9,1058
4371,123,10,981
4372,149,22,2128
4373,148,8,655
4374,81,11,1008
4375,278,7,720
4376,455,6,634
4377,144,10,935
4378,127,12,1199
4379,55,12,1180
4380,113,6,466
4381,82,14,1743
4382,133,10,818
4383,64,10,920
4384,114,14,914
4385,60,12,1126
4386,758,2,195
4387,358,10,861
4388,136,14,1546
4389,473,3,324
4390,75,8,1080
4391,128,12,1199
4392,209,9,481
4393,98,11,1035
4394,57,10,873
4395,408,8,798
4396,184,5,465
4397,275,5,612
4398,119,6,831
4399,165,13,1107
4400,175,7,729
4401,185,7,468
4402,174,7,627
4403,127,14,1610
4404,126,6,264
4405,180,15,1498
4406,384,13,1220
4407,53,17,1372
4408,310,15,1465
4409,57,6,526
4410,328,9,983
4411,246,16,1647
4412,407,8,662
4413,60,7,423
4414,138,10,808
4415,486,10,1002
4416,54,15,1643
4417,109,6,617
4418,44,11,967
4419,213,13,1024
4420,227,9,875
4421,261,8,727
4422,413,11,956
4423,167,9,798
4424,460,12,1003
4425,43,7,652
4426,306,13,940
4427,184,10,989
4428,111,9,1187
4429,112,10,756
4430,167,10,583
4431,46,7,643
4432,94,8,868
4433,320,5,414
4434,207,11,707
4435,130,15,1318
4436,227,9,1023
4437,223,12,1300
4438,134,13,1438
4439,180,12,1098
4440,47,8,1027
4441,65,12,839
4442,264,8,995
4443,218,7,628
4444,127,9,936
4445,15,9,765
4446,474,9,633
4447,175,4,384
4448,568,5,482
4449,28,6,668
4450,111,9,818
4451,64,6,391
4452,12,12,1256
4453,88,7,595
4454,116,9,685
4455,88,7,938
4456,183,8,1017
4457,109,12,1437
4458,167,15,1668
4459,288,9,846
4460,101,7,927
4461,93,13,1069
4462,82,12,1071
4463,78,10,1156
4464,437,14,1329
4465,123,10,867
4466,133,9,776
4467,472,10,837
4468,79,7,808
4469,110,13,1499
4470,72,4,281
4471,179,8,542
4472,377,6,417
4473,91,12,1142
4474,141,14,1443
4475,370,12,1116
4476,219,8,669
4477,141,6,492
4478,184,9,612
4479,290,6,574
4480,100,8,910
4481,21,9,1041
4482,44,10,1018
4483,92,12,1049
4484,58,8,1100
4485,182,12,1140
4486,55,17,1603
4487,18,8,806
4488,252,9,1037
4489,350,9,1044
4490,178,7,861
4491,84,12,1074
4492,108,4,386
4493,163,14,1311
4494,120,12,1452
4495,167,5,584
4496,22,12,1116
4497,483,10,781
4498,405,5,443
4499,268,9,460
4500,161,12,917
4501,185,8,736
4502,188,11,804
4503,136,8,794
4504,224,9,833
4505,127,19,2344
4506,123,7,633
4507,116,9,599
4508,62,13,1094
4509,60,8,575
4510,451,6,661
4511,295,12,1544
4512,163,6,492
4513,138,9,911
4514,286,13,1244
4515,426,6,523
4516,342,12,1001
4517,44,12,1261
4518,334,12,1092
4519,362,8,961
4520,227,8,738
4521,12,6,470
4522,160,10,975
4523,18,11,1095
4524,140,9,962
4525,102,10,1070
4526,218,8,867
4527,168,10,699
4528,173,13,1079
4529,74,11,1175
4530,431,7,511
4531,394,7,424
4532,420,9,920
4533,80,10,910
4534,261,9,956
4535,109,11,959
4536,172,13,1322
4537,135,10,948
4538,193,4,471
4539,211,9,1018
4540,174,13,1157
4541,61,13,1033
4542,254,9,1162
4543,61,12,1184
4544,178,8,721
4545,256,14,1362
4546,23,10,1191
4547,179,14,1301
4548,196,9,950
4549,149,11,973
4550,243,13,1120
4551,494,9,880
4552,250,10,915
4553,253,11,997
4554,98,8,713
4555,246,8,864
4556,128,9,1135
4557,82,8,594
4558,222,5,666
4559,65,13,1257
4560,213,11,1109
4561,126,10,1466
4562,38,7,385
4563,254,11,928
4564,80,18,2106
4565,57,5,470
4566,124,12,1182
