price,PoolArea,GarageCars,Fireplaces,TotRmsAbvGrd,Baths,SqFeet,CentralAir,Age,LotSize,BldgType,HouseStyle,condition
199.9,0,2,0,4,2,1241,Y,1,4274,TwnhsE,1Story,5
139,0,2,0,5,1,1121,Y,46,8816,1Fam,1Story,6
178.4,0,2,0,6,1,999,Y,47,12122,1Fam,SFoyer,9
159.895,0,2,1,6,2,1266,Y,1,3182,1Fam,1Story,5
255.9,0,2,1,9,3,2290,Y,6,11250,1Fam,2Story,5
126,0,2,0,8,2,1734,Y,32,10125,Duplex,1.5Fin,5
125,0,1,0,5,1,1164,N,58,10880,2fmCon,1Story,5
117,0,1,0,5,1,1635,Y,96,5310,1Fam,1.5Fin,8
395.192,0,3,1,8,3,1940,Y,1,10159,1Fam,1Story,5
195,0,2,1,8,3,2030,Y,31,12046,1Fam,2Story,6
197,0,2,0,6,3,1576,Y,0,8125,1Fam,2Story,5
348,0,3,1,7,3,2392,Y,9,9452,1Fam,2Story,5
168,0,2,1,8,2,1742,Y,127,17671,1Fam,2Story,9
187,0,2,1,7,3,1851,Y,43,9760,1Fam,2Story,8
173.9,0,2,0,6,3,1500,Y,1,8846,1Fam,2Story,5
337.5,0,3,1,7,2,1718,Y,3,12456,1Fam,1Story,5
121.6,0,1,0,5,2,1230,Y,60,4712,1Fam,1.5Fin,7
91,0,1,1,6,1,1077,N,84,9786,1Fam,1Story,4
206,0,2,0,6,2,1208,Y,4,6762,1Fam,1Story,5
86,0,1,0,4,1,691,Y,87,5400,1Fam,1Story,6
232,0,3,1,7,2,1574,Y,2,11957,1Fam,1Story,5
136.905,0,2,0,8,2,1680,Y,31,11500,Duplex,1Story,6
181,0,2,1,7,2,1504,Y,4,3182,TwnhsE,1Story,5
149.9,0,1,0,6,2,985,Y,31,8385,1Fam,SLvl,8
163.5,0,2,1,7,2,1657,Y,37,12155,1Fam,1Story,3
88,0,1,0,6,2,1092,Y,39,2217,TwnhsE,2Story,4
102,0,0,0,7,2,1522,Y,80,6000,1Fam,1.5Fin,5
135,0,1,1,7,2,1271,Y,60,21286,1Fam,1.5Fin,5
119.2,0,1,1,5,1,1082,Y,59,11664,1Fam,1Story,5
227,0,2,0,6,3,1665,Y,8,8400,1Fam,2Story,6
203,0,2,1,6,2,1504,Y,13,11883,1Fam,1Story,5
187.5,0,2,1,4,1,1360,Y,25,5814,TwnhsE,1Story,5
160,0,2,1,7,3,1472,Y,16,10784,1Fam,SLvl,5
213.49,0,2,1,6,2,1506,Y,1,3013,TwnhsE,1Story,5
176,0,2,0,5,2,1132,Y,3,7024,1Fam,1Story,5
194,0,2,0,6,2,1220,Y,0,7406,1Fam,1Story,5
87,0,1,0,6,1,1248,Y,77,9439,1Fam,1.5Fin,5
191,0,2,1,7,2,1504,Y,3,3182,TwnhsE,1Story,5
112.5,0,2,0,5,1,882,Y,35,7700,1Fam,1Story,5
167.5,0,2,2,6,1,1264,Y,50,9300,1Fam,1Story,5
105,0,1,1,6,1,1376,Y,66,9492,1Fam,1.5Fin,5
118,0,1,0,7,2,1218,Y,34,1680,Twnhs,2Story,7
310,0,3,1,10,3,2520,Y,13,14541,1Fam,2Story,7
119.75,0,1,1,5,1,954,Y,69,6305,1Fam,1Story,7
84,0,1,0,5,1,845,N,52,11500,1Fam,1Story,3
315.5,0,3,1,6,2,1620,Y,2,12898,1Fam,1Story,5
287,0,2,1,7,3,2263,Y,7,9240,1Fam,2Story,5
97,0,0,1,6,2,1344,Y,39,1533,Twnhs,2Story,6
80,0,1,0,3,1,630,Y,39,1477,TwnhsE,SFoyer,4
155,0,2,1,8,2,1803,Y,49,13125,1Fam,1Story,4
173,0,2,0,7,2,1632,Y,42,9130,1Fam,2Story,8
196,0,2,1,5,2,1306,Y,4,5381,Twnhs,1Story,5
262.28,0,2,1,10,3,2329,Y,18,11839,1Fam,2Story,5
278,0,2,1,9,3,2524,Y,28,9600,1Fam,1Story,5
139.6,0,2,1,8,2,1733,Y,54,13680,1Fam,1Story,5
556.581,0,3,1,11,4,2868,Y,1,16056,1Fam,2Story,5
145,0,2,0,5,1,990,Y,14,9245,1Fam,1Story,5
176.485,0,2,0,6,2,1302,Y,0,8993,1Fam,1Story,5
200.141,0,2,1,6,2,1316,Y,0,11175,1Fam,1Story,5
165,0,2,1,9,2,1977,Y,43,9500,1Fam,2Story,6
144.5,0,1,1,7,1,1526,Y,53,8562,1Fam,1Story,6
255,0,2,1,7,3,1989,Y,4,11367,1Fam,2Story,5
180,0,2,1,7,2,1523,Y,32,11361,1Fam,1Story,5
185.85,0,2,1,6,2,1364,Y,1,7052,TwnhsE,1Story,5
248,0,2,1,7,3,1850,Y,15,29959,1Fam,2Story,6
220,0,2,1,7,2,1991,Y,75,11275,1Fam,1.5Fin,7
81,0,3,0,6,1,894,Y,73,18000,1Fam,1Story,4
154,0,2,1,6,2,1154,Y,43,11000,1Fam,1Story,6
328,0,2,0,7,3,2260,Y,14,14000,1Fam,2Story,5
167.9,0,2,0,7,2,1611,Y,44,9760,1Fam,2Story,6
151.4,0,2,1,10,3,2521,Y,33,3964,TwnhsE,2Story,4
135,0,2,0,4,1,893,Y,58,9600,1Fam,1.5Unf,7
135,0,1,0,6,1,1048,Y,51,10152,1Fam,1Story,5
154,0,2,0,8,2,1556,Y,41,11700,1Fam,2Story,6
91.5,0,1,1,7,1,1456,Y,58,7585,1Fam,1.5Fin,3
159.5,0,2,0,6,2,1426,Y,32,7950,1Fam,2Story,6
194,0,3,0,5,2,1240,Y,1,8556,1Fam,1Story,5
170,0,2,1,7,2,1466,Y,70,10800,1Fam,1.5Fin,8
126,0,1,0,5,1,990,Y,13,8775,1Fam,1Story,5
133,0,1,0,5,2,1040,Y,47,7500,1Fam,1Story,5
192,0,2,1,6,2,1459,Y,5,8749,1Fam,1Story,5
160,0,1,2,6,1,1251,Y,42,8800,1Fam,1Story,6
187.5,0,2,1,6,3,1498,Y,11,13031,1Fam,2Story,5
147,0,2,0,5,1,996,Y,18,9069,1Fam,SFoyer,6
83.5,0,1,0,6,2,1092,Y,37,1974,TwnhsE,2Story,5
252,0,3,1,9,3,1953,Y,4,10574,1Fam,2Story,5
137.5,0,2,0,7,2,1709,Y,2,2522,Twnhs,2Story,5
160,0,2,0,4,3,1252,Y,9,2160,Twnhs,2Story,5
136.5,0,2,1,7,2,1694,Y,83,8400,1Fam,1.5Fin,5
176.432,0,2,1,6,2,1314,Y,1,9317,1Fam,1Story,5
127,0,0,0,7,2,1355,Y,93,6882,1Fam,2Story,7
170,0,2,0,5,2,1088,Y,21,3696,TwnhsE,1Story,5
128,0,1,0,6,1,1324,Y,73,6000,1Fam,1.5Fin,6
157,0,2,1,7,2,1601,Y,31,11880,1Fam,1Story,5
60,0,1,0,3,1,438,N,89,8400,1Fam,1Story,5
119.5,0,1,0,5,1,950,Y,36,9758,1Fam,1Story,5
135,0,1,0,6,1,1134,Y,47,7000,1Fam,1Story,7
106,0,2,0,6,3,1302,Y,37,2016,TwnhsE,2Story,5
325,0,2,2,9,3,2622,Y,16,12256,1Fam,2Story,5
179.9,0,2,1,6,2,1442,Y,17,10357,1Fam,1Story,5
280,0,3,1,7,2,1836,Y,5,11362,1Fam,1Story,5
205,0,2,1,8,3,1964,Y,32,10480,1Fam,2Story,6
129.9,0,1,0,5,1,816,Y,49,7100,1Fam,1Story,7
134.5,0,1,0,6,1,1008,Y,54,8923,1Fam,1Story,7
318,0,3,1,7,2,1734,Y,0,12085,1Fam,1Story,5
184.1,0,2,1,7,3,1419,Y,7,7750,1Fam,SLvl,5
130,0,2,0,5,1,894,Y,41,9764,1Fam,1Story,7
140,0,1,0,6,1,1601,Y,50,13825,1Fam,SLvl,6
133.7,0,1,0,6,1,1040,Y,47,7560,1Fam,1Story,5
212.9,0,3,0,7,2,1552,Y,1,10084,1Fam,1Story,5
112,0,1,0,5,1,960,Y,53,8926,1Fam,1Story,3
118,0,0,0,4,1,698,Y,62,9405,1Fam,1Story,9
163.9,0,2,1,7,3,1482,Y,15,9125,1Fam,SLvl,5
115,0,2,1,5,1,1005,Y,54,10434,1Fam,1Story,5
259,0,3,1,7,2,1530,Y,3,14572,1Fam,1Story,5
215,0,2,1,8,3,1959,Y,3,11796,1Fam,2Story,5
140,0,2,0,4,1,936,Y,27,7200,Duplex,SFoyer,5
93.5,0,0,0,5,1,974,Y,16,10712,1Fam,1Story,5
117.5,0,1,0,8,2,2210,Y,127,9900,1Fam,2Story,4
239.5,0,2,1,8,3,2020,Y,14,9828,1Fam,2Story,5
169,0,2,1,7,3,1600,Y,10,8773,1Fam,2Story,5
102,0,1,1,5,1,986,N,81,6180,1Fam,1Story,5
94,0,0,0,6,1,1020,N,135,6342,1Fam,1.5Fin,8
196,0,2,2,5,2,1567,Y,32,9819,1Fam,1Story,5
144,0,2,1,6,1,1167,Y,87,8731,1Fam,1Story,5
139,0,2,0,4,1,952,Y,57,7350,1Fam,1Story,7
197.5,0,2,1,9,3,1868,Y,33,10304,1Fam,2Story,7
80,0,0,0,5,1,1006,Y,49,9000,1Fam,1Story,3
80,0,1,0,5,1,924,N,69,12180,2fmCon,1.5Fin,4
174.5,0,1,1,7,2,1564,Y,68,12000,1Fam,2Story,7
116.9,0,1,1,5,1,1111,Y,82,5700,1Fam,1.5Fin,7
143,0,2,0,7,1,1482,Y,89,9000,1Fam,2Story,9
124,0,1,1,4,1,932,Y,57,8280,1Fam,1Story,5
149.9,0,2,2,6,2,1466,Y,47,17755,1Fam,1Story,4
230,0,2,1,6,1,1811,Y,50,14115,1Fam,1Story,7
201.8,0,2,2,8,3,1820,Y,43,13700,1Fam,2Story,6
218,0,2,1,6,2,1437,Y,31,10768,1Fam,1Story,8
179.9,0,2,1,6,2,1265,Y,43,9350,1Fam,SLvl,8
230,0,2,1,6,2,1314,Y,2,5001,Twnhs,1Story,5
185,0,2,1,8,3,1876,Y,34,9120,1Fam,2Story,6
146,0,2,1,7,3,1456,Y,32,2280,Twnhs,2Story,5
224,0,2,1,7,1,1640,Y,54,14778,1Fam,1Story,7
108.959,0,2,0,6,2,1258,Y,39,12900,Duplex,SFoyer,4
233.17,0,2,0,7,2,1502,Y,0,9541,1Fam,1Story,5
173,0,2,1,7,3,1671,Y,6,10852,1Fam,2Story,5
625,0,3,1,10,4,3627,Y,11,35760,1Fam,2Story,5
171,576,1,1,6,1,1118,Y,31,9880,1Fam,SLvl,6
163,0,2,1,6,1,1261,Y,50,9120,1Fam,1Story,6
239,0,2,1,9,3,2345,Y,74,16560,1Fam,2Story,8
154.9,0,1,1,7,2,1343,Y,88,7681,1Fam,1.5Fin,6
250,0,2,0,8,3,2514,Y,16,11170,1Fam,2Story,5
392.5,0,2,1,5,2,1652,Y,0,5587,TwnhsE,1Story,5
745,555,3,2,10,4,4476,Y,11,15623,1Fam,2Story,5
120,0,2,1,5,1,1130,Y,86,10800,1Fam,1Story,6
186.7,0,3,2,5,2,1572,Y,44,35133,1Fam,1Story,4
95,0,2,0,7,2,1699,Y,109,10615,2fmCon,2Story,5
262,0,3,1,5,2,1624,Y,12,12461,1Fam,1Story,5
195,0,2,0,7,3,1660,Y,7,8935,1Fam,2Story,5
189,0,2,1,7,3,1804,Y,11,7500,1Fam,2Story,5
168,0,4,1,7,1,1622,Y,46,32463,2fmCon,1Story,4
174,0,2,0,5,3,1441,Y,8,2645,Twnhs,2Story,5
158,0,1,0,7,2,1352,Y,41,9364,1Fam,2Story,7
176,0,2,0,8,3,1456,Y,3,8029,1Fam,2Story,5
219.21,0,3,1,9,3,1863,Y,0,14054,1Fam,2Story,5
144,0,1,1,7,1,1690,Y,90,8850,1Fam,2.5Unf,6
178,0,2,0,6,2,1212,Y,8,9100,1Fam,1Story,5
148,0,2,1,6,2,1382,Y,43,11235,1Fam,1Story,5
197.9,0,2,0,6,3,1779,Y,11,10400,1Fam,2Story,5
213,0,2,1,6,2,1630,Y,9,9750,1Fam,1Story,5
153.5,0,2,0,6,2,1074,Y,31,10140,1Fam,1Story,6
271.9,0,3,1,7,2,2196,Y,19,14684,1Fam,1Story,7
107,0,1,0,5,1,1056,Y,40,8900,1Fam,1Story,4
140,0,2,0,6,1,1283,Y,46,7763,1Fam,1Story,7
290,0,2,1,8,2,1660,Y,0,10182,1Fam,1Story,5
189,0,2,1,8,3,1845,Y,18,11218,1Fam,2Story,5
164,0,2,0,8,2,1752,Y,22,12134,1Fam,1.5Fin,7
113,0,1,0,4,1,672,Y,68,9340,1Fam,1Story,6
145,0,1,0,3,0,960,Y,41,10246,1Fam,SLvl,9
134.5,0,1,0,6,1,999,Y,44,10205,1Fam,SFoyer,5
112,0,2,0,8,2,1902,Y,32,8930,Duplex,1.5Fin,5
229.456,0,2,0,6,2,1314,Y,0,8640,1Fam,1Story,5
80.5,0,0,0,3,1,912,N,59,6240,1Fam,1.5Fin,5
91.5,0,0,0,7,2,1218,Y,35,1680,Twnhs,2Story,5
115,0,1,0,5,1,912,Y,42,7800,1Fam,1Story,5
143,0,1,1,7,2,1846,Y,58,10496,1Fam,1.5Fin,6
137.9,0,2,0,7,2,2136,N,55,10680,1Fam,1Story,3
184,0,2,1,8,3,1490,Y,4,15384,1Fam,2Story,5
214,0,3,1,9,3,1933,Y,1,14598,1Fam,2Story,5
147,0,2,0,5,1,912,Y,43,8872,1Fam,1Story,8
367.294,0,3,1,7,2,1702,Y,0,8769,TwnhsE,1Story,5
127,0,1,0,7,2,1507,Y,48,7910,1Fam,SLvl,5
132.5,0,2,0,6,1,1190,Y,44,7728,Duplex,SLvl,6
142,0,2,0,6,1,1188,Y,51,12160,1Fam,1Story,5
130,0,0,0,7,2,1964,N,97,8525,1Fam,2Story,6
138.887,0,1,0,9,2,1784,Y,92,13132,1Fam,2Story,5
175.5,0,2,0,6,3,1626,Y,7,2628,Twnhs,2Story,5
195,0,2,1,8,3,1948,Y,2,12393,1Fam,2Story,5
142.5,0,2,0,6,2,1141,Y,1,13072,1Fam,1Story,5
224.9,0,2,0,8,3,1768,Y,5,8158,1Fam,2Story,5
248.328,0,3,0,7,2,1689,Y,0,9849,1Fam,1Story,6
170,0,2,2,6,2,1173,Y,36,10625,1Fam,SFoyer,6
465,0,3,1,7,3,2076,Y,0,13891,1Fam,1Story,5
169.9,0,3,0,6,1,1034,Y,34,12328,1Fam,SLvl,5
129.5,0,2,1,8,2,2058,N,91,9600,1Fam,2.5Unf,5
119,0,1,0,6,1,988,Y,57,7200,1Fam,1Story,7
244,0,2,2,8,3,2110,Y,42,11160,1Fam,1Story,5
130,0,1,0,5,1,874,Y,41,9858,1Fam,1Story,6
294,0,2,2,9,3,2167,Y,33,17542,1Fam,2Story,7
165.4,0,2,1,7,3,1656,Y,5,6931,1Fam,2Story,5
127.5,0,1,1,6,1,1367,Y,76,6240,1Fam,1.5Fin,6
301.5,0,2,1,7,2,1987,Y,14,14303,1Fam,1Story,5
190,0,2,0,5,2,1166,Y,3,9587,1Fam,SLvl,5
151,0,2,0,6,2,1054,Y,39,9750,1Fam,1Story,8
181,0,2,1,7,3,1675,Y,10,24682,1Fam,2Story,5
128.9,0,1,0,5,1,1050,Y,53,9600,1Fam,1Story,6
161.5,0,1,2,8,1,1788,Y,52,11250,1Fam,1.5Fin,5
180.5,0,2,1,8,1,1824,Y,88,13515,1Fam,2Story,6
181,0,2,0,5,2,1337,Y,10,4060,TwnhsE,1Story,5
183.9,0,2,0,6,3,1452,Y,7,3735,TwnhsE,2Story,5
122,0,1,1,9,2,1889,N,97,10120,2fmCon,2.5Unf,4
378.5,0,3,1,10,2,2018,Y,2,13214,1Fam,1Story,5
381,0,3,2,11,4,3447,Y,73,14100,1Fam,1.5Fin,9
144,0,1,0,7,2,1524,Y,49,11344,1Fam,1.5Fin,5
185.75,0,2,1,7,2,1489,Y,41,9156,1Fam,1Story,7
137,0,1,0,5,1,935,Y,41,13526,1Fam,1Story,6
177,0,1,1,5,1,1357,Y,49,11512,1Fam,SLvl,7
137,0,2,0,10,2,1920,Y,59,11345,Duplex,2Story,5
162,0,2,1,6,2,1395,Y,37,12936,1Fam,2Story,6
197.9,0,2,1,7,2,1724,Y,42,17871,1Fam,SLvl,5
237,0,2,1,7,3,2031,Y,6,9473,1Fam,2Story,5
227,0,2,0,6,2,1573,Y,7,9808,1Fam,1Story,5
180,0,2,1,6,2,1339,Y,16,8049,1Fam,1Story,5
150.5,0,2,0,5,2,1040,Y,32,8800,1Fam,1Story,7
139,0,0,0,8,4,1824,Y,39,9400,Duplex,2Story,5
169,0,1,1,10,2,2447,Y,91,9638,1Fam,1.5Fin,7
143,0,2,2,6,2,1328,Y,47,9790,1Fam,1Story,5
278,0,2,1,5,2,1659,Y,9,5664,TwnhsE,1Story,5
281,0,3,1,8,3,1970,Y,0,11065,1Fam,2Story,5
180.5,0,2,1,6,1,1152,Y,46,14112,1Fam,SLvl,7
107.5,0,1,0,11,2,2372,N,117,6600,1Fam,2Story,4
115,0,2,0,5,1,864,Y,51,8172,1Fam,1Story,7
138.5,0,1,0,5,2,1052,Y,38,8400,1Fam,1Story,5
155,0,2,0,6,2,1128,Y,45,8700,1Fam,1Story,6
140,0,2,0,5,2,1072,Y,1,3675,TwnhsE,SFoyer,5
154,0,1,0,6,2,1246,Y,51,7500,1Fam,1Story,7
290,0,3,1,8,3,2526,Y,12,10120,1Fam,2Story,5
232,0,3,0,7,2,1616,Y,1,8688,1Fam,1Story,5
130,0,2,0,7,2,1708,Y,2,3363,TwnhsE,2Story,5
325,0,2,2,6,2,1652,Y,3,13173,1Fam,1Story,5
202.5,0,2,1,6,2,1368,Y,1,6955,TwnhsE,1Story,5
138,0,2,0,5,1,990,Y,15,8072,1Fam,1Story,5
147,0,2,0,6,1,1122,Y,60,12000,1Fam,1Story,7
179.2,0,2,0,6,2,1294,Y,17,7153,1Fam,1Story,5
335,0,2,2,7,2,1902,Y,51,17500,1Fam,1Story,8
302,0,2,1,9,3,2810,Y,17,9572,1Fam,2Story,5
333.168,0,3,1,10,3,2599,Y,11,14774,1Fam,2Story,5
119,0,1,1,5,1,948,Y,53,8190,1Fam,1Story,6
206.9,0,2,2,9,3,2112,Y,39,11075,1Fam,2Story,5
295.493,0,3,1,8,2,1630,Y,1,10226,1Fam,1Story,5
111,0,1,0,5,1,948,Y,53,10215,1Fam,1Story,5
156.5,0,2,2,6,2,1478,Y,52,8400,1Fam,1Story,3
72.5,0,1,0,4,1,720,N,59,6627,1Fam,1Story,6
190,0,2,1,8,3,1923,Y,18,10186,1Fam,2Story,5
82.5,0,0,0,5,1,708,Y,69,5330,1Fam,1Story,7
147,0,3,1,7,2,1795,Y,1,9986,1Fam,1Story,5
55,0,0,0,5,1,796,N,86,3636,1Fam,1Story,4
130.5,0,1,1,5,1,816,Y,26,6600,1Fam,1Story,9
256,0,2,2,8,2,2792,Y,88,10440,1Fam,1.5Fin,7
176.5,0,2,1,8,3,1632,Y,8,9084,1Fam,2Story,5
227,0,3,1,7,2,1588,Y,1,10000,1Fam,1Story,5
100,0,1,1,3,1,816,Y,71,8877,1Fam,1Story,6
125.5,0,1,0,6,2,1360,Y,68,7200,1Fam,1.5Fin,6
125,0,2,0,7,2,1365,Y,39,2368,TwnhsE,2Story,6
167.9,0,2,1,6,2,1334,Y,32,9650,1Fam,1Story,5
135,0,2,0,8,2,1656,Y,35,9246,Duplex,1Story,5
52.5,0,0,0,4,1,693,N,65,4118,1Fam,1Story,4
128.5,0,1,0,5,1,864,Y,34,9560,1Fam,1Story,7
123,0,4,0,5,1,872,Y,36,8294,1Fam,1Story,5
155,0,2,0,6,1,1114,Y,5,13695,1Fam,1Story,5
228.5,0,2,1,7,3,2169,Y,5,9375,1Fam,2Story,5
177,0,2,1,9,2,1913,Y,81,7558,1Fam,1.5Fin,6
155.835,0,2,1,8,3,1456,Y,1,11103,1Fam,2Story,5
108.5,0,1,0,5,1,960,Y,87,6000,1Fam,1Story,4
262.5,0,2,1,9,2,2156,Y,38,20781,1Fam,1Story,7
283.463,0,3,1,7,2,1776,Y,1,15306,1Fam,1Story,5
215,0,2,1,5,2,1494,Y,9,16196,1Fam,1Story,5
200,0,4,0,12,4,2634,Y,40,11643,Duplex,2Story,5
235,0,3,1,7,3,1865,Y,8,10316,1Fam,2Story,5
170,0,2,1,8,3,1920,Y,38,10192,1Fam,SLvl,6
110,0,1,0,5,1,892,Y,42,9477,1Fam,1Story,5
149.9,0,2,1,6,2,1078,Y,39,12537,1Fam,1Story,6
315,0,3,1,8,2,1980,Y,2,16737,1Fam,1Story,5
260,0,2,1,7,2,1530,Y,4,16158,1Fam,1Story,5
156.932,0,2,1,6,3,1412,Y,1,8499,1Fam,2Story,5
144.152,0,2,0,4,3,1200,Y,1,3180,TwnhsE,2Story,5
193,0,2,0,7,3,1790,Y,9,9179,1Fam,2Story,5
127,0,1,1,6,2,1475,Y,29,2665,TwnhsE,2Story,6
144,0,2,0,4,1,848,Y,6,4435,TwnhsE,1Story,5
232,0,2,1,8,2,1668,Y,7,10635,1Fam,1Story,5
105,0,1,0,6,1,1374,Y,89,5400,1Fam,1.5Fin,6
165.5,0,1,1,8,1,1661,Y,53,9600,1Fam,SLvl,6
274.3,0,2,1,8,3,2097,Y,8,9750,1Fam,2Story,6
250,0,3,1,9,3,1958,Y,3,10625,1Fam,2Story,5
239,0,3,1,7,2,1571,Y,0,10991,1Fam,1Story,5
91,0,1,0,4,1,790,N,78,6292,1Fam,1Story,5
117,0,2,0,6,2,1604,Y,68,10998,1Fam,1.5Fin,5
83,0,1,0,5,2,987,Y,33,1953,Twnhs,2Story,5
167.5,0,2,0,7,3,1394,Y,2,9735,1Fam,SLvl,5
58.5,0,1,0,5,1,864,N,96,8212,1Fam,1Story,3
237.5,0,2,2,7,3,2117,Y,38,12925,1Fam,1Story,7
157,0,2,0,8,2,1762,Y,86,7200,1Fam,2Story,7
105,0,1,0,6,1,1258,Y,70,9060,1Fam,1.5Fin,5
125.5,0,1,0,7,1,1154,Y,88,5436,1Fam,1.5Fin,8
250,519,2,2,12,4,2784,Y,28,16692,1Fam,2Story,5
136,0,1,1,10,2,2526,N,91,8520,1Fam,1.5Fin,7
377.5,0,3,2,7,2,1746,Y,3,14892,1Fam,1Story,5
131,0,2,1,6,1,1218,Y,66,6000,1Fam,1.5Fin,6
235,0,2,0,6,2,1525,Y,6,9100,1Fam,1Story,5
124,0,3,0,8,2,1584,Y,42,8944,Duplex,1Story,5
123,0,1,1,6,1,900,Y,39,7838,1Fam,SFoyer,5
163,0,2,1,7,2,1912,N,103,10800,2fmCon,1.5Fin,7
246.578,0,3,1,6,2,1500,Y,0,4045,TwnhsE,1Story,5
281.213,0,3,1,9,3,2482,Y,2,12665,1Fam,2Story,5
160,0,2,2,7,1,1687,Y,62,57200,1Fam,1Story,5
137.5,0,1,0,8,2,1513,Y,87,6120,1Fam,2Story,8
138,0,1,0,7,2,1904,Y,59,7200,1Fam,1.5Fin,4
137.45,0,1,1,7,3,1608,Y,84,6171,1Fam,1.5Fin,6
120,0,1,1,5,1,1158,Y,79,6000,1Fam,1.5Fin,7
193.879,0,2,1,6,2,1294,Y,0,6762,1Fam,1Story,5
282.922,0,3,0,6,2,1464,Y,0,15256,1Fam,1Story,5
105,0,3,0,6,1,1214,Y,91,10410,1Fam,1.5Fin,4
133,0,2,0,5,1,768,Y,37,8445,1Fam,SFoyer,7
112,0,0,0,5,1,833,Y,24,8780,1Fam,1Story,5
125.5,0,2,0,6,1,1363,Y,100,7740,1Fam,2Story,7
90,0,2,0,6,2,1040,N,60,7200,Duplex,1Story,5
257,0,2,1,7,2,1844,Y,4,10994,1Fam,1Story,5
207,0,2,1,8,2,1848,Y,85,13053,1Fam,1.5Fin,7
175.9,0,3,1,7,2,1569,Y,2,3635,TwnhsE,1Story,5
122.5,0,2,0,11,2,2290,Y,125,11340,2fmCon,2Story,6
124,0,1,0,6,2,1144,Y,45,9204,1Fam,1Story,5
223,0,2,1,7,2,1844,Y,37,16381,1Fam,1Story,5
179.9,0,2,1,7,3,1416,Y,38,11700,1Fam,2Story,6
127.5,0,2,1,4,2,1069,Y,33,4043,TwnhsE,1Story,5
136.5,0,2,0,3,1,848,Y,5,4435,TwnhsE,1Story,5
274.97,738,2,1,8,2,2201,Y,40,19690,1Fam,SLvl,7
144,0,1,1,6,1,1344,Y,49,9503,1Fam,1Story,5
142,0,2,0,7,1,1252,Y,49,10721,1Fam,1Story,6
140,0,1,1,6,2,1558,Y,63,10930,1Fam,1.5Fin,6
182.9,0,2,1,7,2,1440,Y,26,12546,1Fam,1Story,7
143.75,0,2,0,5,2,958,Y,33,4928,TwnhsE,1Story,6
64.5,0,1,0,5,2,968,Y,80,10800,1Fam,1Story,6
186.5,0,2,1,8,3,1792,Y,8,10261,1Fam,2Story,5
160,0,2,1,5,2,1126,Y,29,17400,1Fam,1Story,5
174,0,2,1,7,2,1537,Y,46,8400,1Fam,1Story,9
120.5,0,2,0,5,1,864,Y,36,9000,1Fam,1Story,6
394.617,0,3,1,7,2,1932,Y,0,12444,1Fam,1Story,5
149.7,0,2,0,6,1,1236,Y,53,7407,1Fam,1Story,7
197,0,2,1,6,3,1725,Y,28,11584,1Fam,SLvl,6
191,0,2,1,11,2,2555,Y,86,11526,1Fam,2.5Fin,7
149.3,0,2,1,3,1,848,Y,4,4426,TwnhsE,1Story,5
310,0,3,1,10,3,2007,Y,1,11003,1Fam,2Story,5
121,0,1,1,4,1,952,N,93,8854,1Fam,1.5Unf,6
179.6,0,2,0,7,2,1422,Y,3,8500,1Fam,1Story,5
129,0,1,0,6,1,913,Y,41,8400,1Fam,SFoyer,5
157.9,0,1,0,6,1,1188,Y,48,26142,1Fam,1Story,7
92,0,0,0,3,1,630,Y,36,1533,Twnhs,SFoyer,7
136,0,0,0,8,4,1792,Y,35,9000,Duplex,2Story,5
287.09,0,3,1,7,2,1578,Y,1,9262,1Fam,1Story,5
145,0,2,0,5,1,1072,Y,1,3675,TwnhsE,SLvl,5
84.5,0,0,0,6,1,1140,Y,0,17217,1Fam,1Story,5
210,0,2,2,7,2,2073,Y,32,13175,1Fam,1Story,6
266.5,0,1,2,9,2,2340,Y,69,9042,1Fam,2Story,9
142.125,0,1,0,5,1,1078,Y,60,9717,1Fam,1Story,6
